TDS,pH,Hardness,Turbidity,Litres_Processed,Days_Used,Cleaning_Frequency,Water_Source,Temperature,Fouling_Risk_Score,Operational_Risk_Category,Estimated_Membrane_Life_Months,Purifier_Recommendation,Cleaning_Frequency_Encoded,Water_Source_Encoded,Risk_Category_Encoded
1291,6.6,244,1.3,8452,1156,Rare,Borewell,30,2075.1,Low Risk,29.693,RO + UV Purifier,1,0,1
2317,9.0,960,0.9,1486,989,Regular,River,32,1849.4,Low Risk,34.440000000000005,RO + UV Purifier,2,2,1
1516,6.0,277,15.6,3618,402,Moderate,Borewell,37,2049.35,Low Risk,27.557000000000002,RO + UV Purifier,0,0,1
1317,8.3,480,3.1,1260,274,Regular,Municipal,37,1187.5,Low Risk,38.379,RO + UV Purifier,2,1,1
1640,7.7,991,9.6,8258,1222,Regular,Borewell,30,2888.65,Medium Risk,20.969,RO + UV Purifier,2,0,2
2176,5.9,485,12.3,9728,1471,Rare,Tank Water,40,3257.45,High Risk,17.560000000000002,RO + UV Purifier,1,3,0
1545,6.5,836,8.9,1406,1409,Rare,River,44,1715.6000000000001,Low Risk,32.571999999999996,RO + UV Purifier,1,2,1
2486,5.5,510,1.0,5999,507,Moderate,Municipal,22,2412.35,Low Risk,28.9035,RO + UV Purifier,0,1,1
1619,7.4,667,15.8,864,154,Regular,Borewell,39,1871.25,Low Risk,29.699,RO + UV Purifier,2,0,1
1488,6.7,70,0.7,8269,566,Rare,Tank Water,39,2043.85,Low Risk,30.432499999999997,RO + UV Purifier,1,3,1
1956,7.9,113,15.4,3913,735,Rare,Municipal,23,2231.7999999999997,Low Risk,26.570499999999996,RO + UV Purifier,1,1,1
1465,6.7,214,17.9,8527,1455,Rare,Borewell,43,2823.85,Medium Risk,19.2185,RO + UV Purifier,1,0,2
599,6.7,76,8.9,8439,560,Moderate,River,22,1955.55,Low Risk,27.900499999999997,UF + UV Purifier,0,2,1
1780,8.5,360,10.9,9761,815,Regular,Borewell,30,2952.1499999999996,Medium Risk,20.0385,RO + UV Purifier,2,0,2
610,5.7,334,9.8,3581,283,Rare,Municipal,22,1384.4499999999998,Low Risk,33.5825,UF + UV Purifier,1,1,1
316,9.1,709,8.1,5948,150,Regular,Municipal,42,1693.25,Low Risk,30.434,UF + UV Purifier,2,1,1
1424,8.9,330,17.8,3758,1085,Moderate,Municipal,30,2136.2,Low Risk,26.091,RO + UV Purifier,0,1,1
1255,8.2,887,17.9,2607,690,Regular,Tank Water,41,2133.7000000000003,Low Risk,26.0365,RO + UV Purifier,2,3,1
1927,7.9,880,7.0,8428,1090,Rare,Borewell,37,2903.7,Medium Risk,21.856999999999996,RO + UV Purifier,1,0,2
1910,9.1,213,12.5,3433,1395,Regular,Borewell,40,2065.7999999999997,Low Risk,28.7685,RO + UV Purifier,2,0,1
1305,6.2,947,18.6,3329,1066,Regular,Borewell,25,2322.0,Low Risk,24.143499999999996,RO + UV Purifier,2,0,1
2314,5.8,967,19.3,9133,1236,Moderate,River,26,3734.1000000000004,High Risk,11.910499999999999,RO + UV Purifier,0,2,0
190,6.5,273,10.4,5506,1318,Moderate,Tank Water,38,1459.75,Low Risk,31.839,UV Purifier,0,3,1
813,8.7,833,9.3,2059,117,Regular,Tank Water,36,1462.1999999999998,Low Risk,33.5605,UF + UV Purifier,2,3,1
1981,5.6,195,5.9,2241,75,Regular,River,37,1650.4,Low Risk,34.3755,RO + UV Purifier,2,2,1
138,7.8,999,19.2,6330,1445,Regular,Tank Water,32,2236.05,Low Risk,22.574999999999992,UV Purifier,2,3,1
272,9.5,917,3.3,8023,1172,Moderate,River,43,1884.1000000000001,Low Risk,29.5015,UV Purifier,0,2,1
752,8.9,79,11.8,1125,962,Moderate,Municipal,39,1052.3,Low Risk,36.6605,UF + UV Purifier,0,1,1
853,7.6,94,6.0,2190,774,Regular,Municipal,27,1037.3,Low Risk,38.18000000000001,UF + UV Purifier,2,1,1
1343,5.8,836,5.9,8782,996,Moderate,Tank Water,28,2601.0,Medium Risk,23.914,RO + UV Purifier,0,3,2
1181,8.8,520,8.4,6810,792,Rare,Municipal,22,2182.0,Low Risk,27.122000000000003,UF + UV Purifier,1,1,1
1783,7.9,83,20.0,3506,791,Moderate,Municipal,26,2254.75,Low Risk,25.059999999999995,RO + UV Purifier,0,1,1
555,6.0,702,1.6,4802,823,Moderate,Municipal,28,1377.7,Low Risk,35.364,UF + UV Purifier,0,1,1
928,5.9,476,11.8,1588,773,Moderate,Borewell,44,1388.4,Low Risk,33.85,UF + UV Purifier,0,0,1
994,9.1,879,2.1,6507,1099,Rare,Municipal,36,1952.6,Low Risk,30.481500000000004,UF + UV Purifier,1,1,1
1484,8.2,935,3.5,5111,587,Rare,Borewell,19,2069.4,Low Risk,30.0415,RO + UV Purifier,1,0,1
2058,8.8,270,9.1,9872,555,Rare,River,23,2995.3,Medium Risk,20.478,RO + UV Purifier,1,2,2
2096,9.0,917,10.5,8428,626,Regular,River,40,3144.8500000000004,Medium Risk,19.102000000000004,RO + UV Purifier,2,2,2
2495,7.8,583,5.5,4990,869,Regular,River,38,2478.35,Low Risk,27.398000000000003,RO + UV Purifier,2,2,1
289,7.6,741,6.7,8878,32,Rare,River,18,2077.65,Low Risk,26.832,UV Purifier,1,2,1
604,7.2,997,2.2,2097,1081,Regular,River,20,1153.2,Low Risk,37.734500000000004,UF + UV Purifier,2,2,1
1314,6.8,416,6.4,4247,1434,Regular,Municipal,20,1737.25,Low Risk,32.1835,RO + UV Purifier,2,1,1
1631,7.2,981,19.3,3170,186,Regular,Municipal,31,2504.45,Medium Risk,22.848000000000003,RO + UV Purifier,2,1,2
923,8.6,890,18.9,8931,884,Rare,Municipal,37,2957.6499999999996,Medium Risk,16.934500000000003,UF + UV Purifier,1,1,2
1028,7.9,792,7.0,3080,540,Moderate,River,43,1612.4,Low Risk,32.928,UF + UV Purifier,0,2,1
1033,9.1,964,11.6,7932,1386,Rare,River,39,2604.1,Medium Risk,22.186999999999994,UF + UV Purifier,1,2,2
1240,7.3,599,18.2,8830,716,Rare,Borewell,22,2942.05,Medium Risk,17.718999999999998,RO + UV Purifier,1,0,2
233,7.9,631,0.6,3006,1167,Regular,Tank Water,34,875.3499999999999,Low Risk,39.908,UV Purifier,2,3,1
2205,8.0,165,16.3,5225,1442,Regular,Municipal,32,2612.5,Medium Risk,23.1075,RO + UV Purifier,2,1,2
784,7.9,288,19.0,4800,1303,Moderate,Tank Water,23,2001.6,Low Risk,25.896000000000004,UF + UV Purifier,0,3,1
2320,8.3,384,2.3,9259,600,Moderate,River,31,2813.6499999999996,Medium Risk,24.235499999999995,RO + UV Purifier,0,2,2
1952,6.4,490,3.6,7502,744,Moderate,River,31,2465.8,Low Risk,26.771,RO + UV Purifier,0,2,1
914,7.5,197,19.2,9573,1368,Moderate,River,42,2749.6000000000004,Medium Risk,18.590500000000002,UF + UV Purifier,0,2,2
1272,5.9,58,11.0,6631,268,Rare,Tank Water,44,2096.75,Low Risk,27.405499999999996,RO + UV Purifier,1,3,1
179,7.0,337,0.8,9331,1287,Moderate,Borewell,34,1672.7999999999997,Low Risk,31.638500000000004,UV Purifier,0,0,1
302,7.5,437,5.5,5037,332,Rare,River,25,1323.1999999999998,Low Risk,34.490500000000004,UF + UV Purifier,1,2,1
1352,8.1,99,9.3,2835,636,Regular,Borewell,25,1517.8,Low Risk,33.715500000000006,RO + UV Purifier,2,0,1
1799,9.3,899,14.0,4821,1020,Moderate,Borewell,36,2587.2,Medium Risk,23.375500000000006,RO + UV Purifier,0,0,2
1350,7.9,566,14.8,3485,363,Regular,Municipal,26,2044.45,Low Risk,27.5785,RO + UV Purifier,2,1,1
1782,8.5,965,19.9,1059,142,Regular,Tank Water,28,2280.1,Low Risk,25.2655,RO + UV Purifier,2,3,1
1655,7.5,904,6.1,1213,391,Rare,River,30,1660.25,Low Risk,33.9395,RO + UV Purifier,1,2,1
2194,8.0,687,11.0,5093,830,Moderate,Borewell,30,2610.1,Medium Risk,24.430500000000002,RO + UV Purifier,0,0,2
1356,5.8,636,10.9,4488,126,Rare,Tank Water,44,2073.4,Low Risk,28.116000000000007,RO + UV Purifier,1,3,1
1649,6.5,726,8.4,6703,45,Regular,Tank Water,41,2492.65,Low Risk,25.0545,RO + UV Purifier,2,3,1
1266,6.9,327,3.8,756,585,Moderate,River,36,1045.55,Low Risk,39.48,RO + UV Purifier,0,2,1
1496,7.4,885,19.6,9268,405,Regular,Municipal,43,3320.45,High Risk,14.310000000000002,RO + UV Purifier,2,1,0
570,5.7,349,17.1,537,771,Regular,Municipal,38,1206.6,Low Risk,33.8285,UF + UV Purifier,2,1,1
1135,6.1,851,10.2,9152,419,Moderate,Borewell,36,2731.25,Medium Risk,21.343000000000004,UF + UV Purifier,0,0,2
1453,6.6,638,12.3,2332,649,Moderate,Municipal,22,1855.3999999999999,Low Risk,30.210999999999995,RO + UV Purifier,0,1,1
1067,9.4,859,4.9,8100,1270,Moderate,Municipal,33,2331.05,Low Risk,26.273000000000003,UF + UV Purifier,0,1,1
457,6.8,698,11.1,5667,1452,Rare,Municipal,26,1836.65,Low Risk,28.676499999999997,UF + UV Purifier,1,1,1
767,7.4,667,14.1,932,1313,Rare,Tank Water,37,1387.45,Low Risk,33.172999999999995,UF + UV Purifier,1,3,1
472,6.3,656,10.5,4651,853,Regular,River,39,1648.85,Low Risk,30.683500000000002,UF + UV Purifier,2,2,1
1131,7.9,184,19.8,6911,349,Moderate,Tank Water,20,2476.95,Low Risk,21.624499999999998,UF + UV Purifier,0,3,1
1245,6.6,629,12.4,2251,225,Regular,Tank Water,36,1739.1999999999998,Low Risk,30.932500000000005,RO + UV Purifier,2,3,1
1471,6.3,196,7.7,5497,447,Regular,River,22,1956.25,Low Risk,29.937500000000007,RO + UV Purifier,2,2,1
189,7.6,539,15.6,6220,636,Regular,Tank Water,25,1894.05,Low Risk,26.587000000000003,UV Purifier,2,3,1
639,5.5,527,3.8,8116,597,Regular,Borewell,31,1926.0499999999997,Low Risk,29.521,UF + UV Purifier,2,0,1
968,5.5,208,8.0,756,573,Regular,Borewell,41,1011.0,Low Risk,38.330000000000005,UF + UV Purifier,2,0,1
140,6.4,433,7.3,1171,260,Moderate,Tank Water,20,732.5,Low Risk,39.711499999999994,UV Purifier,0,3,1
839,5.6,212,8.9,989,913,Rare,Municipal,41,1019.25,Low Risk,37.8115,UF + UV Purifier,1,1,1
2046,5.9,490,15.7,7389,550,Moderate,Tank Water,30,2979.85,Medium Risk,19.3985,RO + UV Purifier,0,3,2
1324,6.9,902,9.9,2596,732,Moderate,Municipal,28,1853.3000000000002,Low Risk,30.586000000000006,RO + UV Purifier,0,1,1
1028,8.7,238,16.0,2182,1253,Moderate,Tank Water,25,1588.3999999999999,Low Risk,31.090999999999998,UF + UV Purifier,0,3,1
2136,7.8,464,11.7,2960,875,Rare,Borewell,36,2188.8,Low Risk,28.275999999999993,RO + UV Purifier,1,0,1
1024,7.6,388,7.2,5029,702,Rare,Municipal,27,1728.95,Low Risk,31.512499999999996,UF + UV Purifier,1,1,1
1681,6.7,656,16.3,5621,50,Rare,Borewell,43,2630.85,Medium Risk,22.121499999999997,RO + UV Purifier,1,0,2
489,9.2,230,5.1,2475,1364,Moderate,Tank Water,35,923.25,Low Risk,38.8405,UF + UV Purifier,0,3,1
1717,7.1,337,4.9,3716,617,Rare,River,43,1763.5500000000002,Low Risk,32.98700000000001,RO + UV Purifier,1,2,1
355,5.8,883,10.3,5015,927,Regular,Municipal,35,1739.1,Low Risk,29.700500000000005,UF + UV Purifier,2,1,1
808,8.0,236,5.6,6192,1487,Rare,Municipal,42,1663.0,Low Risk,31.983999999999998,UF + UV Purifier,1,1,1
1938,6.0,933,0.7,5439,400,Moderate,Tank Water,24,2232.7,Low Risk,29.8755,RO + UV Purifier,0,3,1
2044,6.9,187,13.1,6063,107,Moderate,Tank Water,33,2539.6,Medium Risk,24.165500000000005,RO + UV Purifier,0,3,2
109,7.5,179,10.5,3463,1338,Regular,Municipal,23,1074.5,Low Risk,35.462500000000006,UV Purifier,2,1,1
897,9.0,243,9.2,5029,677,Rare,River,33,1680.2,Low Risk,31.27349999999999,UF + UV Purifier,1,2,1
976,7.5,365,19.4,7286,169,Rare,Tank Water,33,2521.1499999999996,Medium Risk,21.043,UF + UV Purifier,1,3,2
1128,8.3,834,11.6,6700,582,Regular,Tank Water,40,2408.3,Low Risk,24.27,UF + UV Purifier,2,3,1
1115,9.5,913,17.3,1476,1027,Moderate,Tank Water,41,1881.75,Low Risk,28.409,UF + UV Purifier,0,3,1
1924,6.0,193,3.2,7845,311,Moderate,River,18,2353.6,Low Risk,27.768500000000003,RO + UV Purifier,0,2,1
473,6.6,65,11.6,545,1311,Rare,Municipal,41,811.5,Low Risk,38.5435,UF + UV Purifier,1,1,1
2293,7.1,351,17.4,1693,1413,Rare,Borewell,36,2254.4,Low Risk,26.7375,RO + UV Purifier,1,0,1
323,7.2,472,11.9,5012,469,Rare,Tank Water,20,1601.6999999999998,Low Risk,30.485,UF + UV Purifier,1,3,1
1362,7.1,294,14.5,5443,299,Rare,River,23,2209.75,Low Risk,25.873499999999996,RO + UV Purifier,1,2,1
2324,9.1,976,7.8,6782,1187,Rare,Municipal,21,2930.5,Medium Risk,22.270999999999994,RO + UV Purifier,1,1,2
1902,8.4,156,2.3,746,775,Moderate,Municipal,21,1225.1000000000001,Low Risk,39.17099999999999,RO + UV Purifier,0,1,1
952,7.9,137,9.4,3719,133,Moderate,River,21,1471.5,Low Risk,33.3775,UF + UV Purifier,0,2,1
162,6.7,178,8.2,9483,795,Moderate,Tank Water,27,1911.5500000000002,Low Risk,27.6575,UV Purifier,0,3,1
1340,8.8,956,17.4,1136,124,Moderate,Borewell,26,1966.6000000000001,Low Risk,28.012,RO + UV Purifier,0,0,1
788,9.3,936,5.3,4275,758,Regular,Tank Water,25,1668.45,Low Risk,32.2995,UF + UV Purifier,2,3,1
1584,8.8,390,19.4,2921,509,Moderate,Municipal,36,2181.65,Low Risk,25.666499999999996,RO + UV Purifier,0,1,1
1733,5.5,53,19.2,9780,809,Regular,Borewell,34,3125.35,Medium Risk,16.399,RO + UV Purifier,2,0,2
2252,8.0,376,5.3,4683,1294,Moderate,Tank Water,34,2209.65,Low Risk,29.535500000000003,RO + UV Purifier,0,3,1
610,5.7,459,7.3,1212,42,Rare,Borewell,18,985.3499999999999,Low Risk,38.136,UF + UV Purifier,1,0,1
484,6.5,928,18.0,6345,1200,Rare,River,37,2331.35,Low Risk,22.518500000000003,UF + UV Purifier,1,2,1
504,5.7,355,19.3,5823,630,Rare,Tank Water,31,2057.2,Low Risk,24.7535,UF + UV Purifier,1,3,1
617,7.9,957,9.1,6532,124,Regular,Municipal,39,2082.95,Low Risk,27.062999999999995,UF + UV Purifier,2,1,1
575,8.2,656,6.8,4144,322,Moderate,Municipal,37,1476.3000000000002,Low Risk,33.355,UF + UV Purifier,0,1,1
2100,6.0,770,10.8,8273,54,Moderate,Borewell,44,3069.45,Medium Risk,19.7305,RO + UV Purifier,0,0,2
1768,7.0,274,13.9,2608,1325,Regular,River,28,1954.5,Low Risk,29.347999999999992,RO + UV Purifier,2,2,1
1993,7.3,397,5.8,4114,1219,Regular,Tank Water,20,2024.25,Low Risk,30.782000000000004,RO + UV Purifier,2,3,1
1560,7.0,370,14.9,9934,968,Regular,River,41,3032.6,Medium Risk,17.999000000000006,RO + UV Purifier,2,2,2
813,6.0,608,1.5,7457,791,Regular,River,25,1858.65,Low Risk,31.043499999999998,UF + UV Purifier,2,2,1
182,7.2,230,1.5,5779,1140,Regular,Borewell,39,1121.35,Low Risk,36.9655,UV Purifier,2,0,1
1268,8.5,667,8.0,4832,683,Rare,Borewell,42,1978.95,Low Risk,29.48,RO + UV Purifier,1,0,1
2001,5.8,760,7.4,4400,1014,Moderate,Tank Water,27,2298.5,Low Risk,27.917,RO + UV Purifier,0,3,1
2148,5.8,435,6.7,8439,667,Regular,Municipal,34,2803.6,Medium Risk,23.137499999999992,RO + UV Purifier,2,1,2
150,6.9,667,10.1,7463,520,Rare,Tank Water,25,1898.6000000000001,Low Risk,27.627499999999998,UV Purifier,1,3,1
784,9.3,841,6.8,5068,1194,Regular,River,39,1802.65,Low Risk,30.602000000000007,UF + UV Purifier,2,2,1
816,8.2,821,4.2,8338,1156,Rare,Borewell,18,2196.15,Low Risk,27.241,UF + UV Purifier,1,0,1
1569,8.2,157,6.5,2345,1279,Regular,River,37,1466.9,Low Risk,35.2475,RO + UV Purifier,2,2,1
548,6.9,580,19.5,882,604,Moderate,Borewell,38,1447.3,Low Risk,31.012999999999998,UF + UV Purifier,0,0,1
980,7.9,459,8.5,4612,323,Regular,Municipal,24,1728.35,Low Risk,31.206000000000003,UF + UV Purifier,2,1,1
587,5.5,345,9.2,7569,925,Regular,River,41,1952.1,Low Risk,27.9855,UF + UV Purifier,2,2,1
1923,8.0,867,11.7,4310,1359,Moderate,Borewell,26,2466.15,Low Risk,25.278000000000006,RO + UV Purifier,0,0,1
2181,9.2,220,19.7,2009,1307,Moderate,Tank Water,29,2278.85,Low Risk,25.743499999999997,RO + UV Purifier,0,3,1
2242,8.0,380,5.2,8073,1233,Regular,Tank Water,39,2710.95,Medium Risk,24.5245,RO + UV Purifier,2,3,2
1674,9.0,542,13.8,2078,69,Moderate,Tank Water,43,1944.6000000000001,Low Risk,29.413,RO + UV Purifier,0,3,1
2301,8.4,244,14.5,1379,805,Moderate,River,26,2047.1499999999999,Low Risk,29.352500000000003,RO + UV Purifier,0,2,1
349,6.0,61,12.3,2662,549,Rare,Borewell,37,1093.25,Low Risk,35.336,UF + UV Purifier,1,0,1
773,9.1,244,2.2,8214,575,Moderate,Borewell,41,1816.3999999999999,Low Risk,31.064,UF + UV Purifier,0,0,1
537,5.8,539,13.7,1859,265,Moderate,Borewell,20,1337.8999999999999,Low Risk,33.224500000000006,UF + UV Purifier,0,0,1
2265,7.6,844,1.7,4931,492,Regular,River,21,2319.95,Low Risk,29.412499999999998,RO + UV Purifier,2,2,1
870,6.1,930,12.1,8648,1281,Regular,Borewell,27,2634.7,Medium Risk,21.438000000000002,UF + UV Purifier,2,0,2
367,5.5,231,14.9,4460,512,Rare,Municipal,21,1552.45,Low Risk,30.345000000000002,UF + UV Purifier,1,1,1
2084,7.2,866,4.6,4311,459,Regular,River,39,2262.35,Low Risk,29.0575,RO + UV Purifier,2,2,1
1177,6.7,705,16.9,4742,1075,Moderate,Municipal,26,2293.05,Low Risk,24.396,UF + UV Purifier,0,1,1
335,7.4,947,1.1,4717,372,Moderate,Municipal,39,1345.2,Low Risk,35.4715,UF + UV Purifier,0,1,1
488,7.8,365,17.0,580,1093,Moderate,Tank Water,18,1175.25,Low Risk,34.00600000000001,UF + UV Purifier,0,3,1
862,5.7,743,9.5,3232,1226,Regular,River,22,1630.1499999999999,Low Risk,31.894,UF + UV Purifier,2,2,1
1948,6.0,79,4.7,8333,1492,Moderate,Borewell,26,2447.5,Low Risk,26.5205,RO + UV Purifier,0,0,1
723,7.7,645,3.1,3209,1232,Moderate,Municipal,22,1257.1,Low Risk,36.57750000000001,UF + UV Purifier,0,1,1
1352,6.9,727,19.1,2922,162,Rare,River,23,2205.4500000000003,Low Risk,25.193,RO + UV Purifier,1,2,1
677,8.4,845,1.9,4141,380,Rare,Borewell,36,1415.9,Low Risk,35.2375,UF + UV Purifier,1,0,1
2222,8.1,842,4.4,1167,535,Rare,Tank Water,25,1840.95,Low Risk,33.5755,RO + UV Purifier,1,3,1
534,8.9,145,7.3,2996,113,Regular,River,27,1073.65,Low Risk,36.944,UF + UV Purifier,2,2,1
2250,8.3,430,12.6,3999,1022,Moderate,River,28,2422.35,Low Risk,25.971500000000002,RO + UV Purifier,0,2,1
863,7.2,827,11.1,8580,859,Moderate,River,30,2534.65,Medium Risk,22.573000000000004,UF + UV Purifier,0,2,2
1429,8.2,493,3.0,7323,890,Moderate,Borewell,37,2154.8,Low Risk,28.956500000000002,RO + UV Purifier,0,0,1
2245,6.6,347,6.1,1689,372,Rare,Municipal,21,1776.0,Low Risk,33.68350000000001,RO + UV Purifier,1,1,1
1458,6.7,857,5.2,7104,1333,Moderate,Municipal,28,2388.25,Low Risk,26.422000000000004,RO + UV Purifier,0,1,1
546,8.7,786,4.7,9150,895,Moderate,River,29,2187.2,Low Risk,26.673000000000002,UF + UV Purifier,0,2,1
2117,7.3,894,8.5,9904,1316,Moderate,River,22,3286.3999999999996,High Risk,18.116999999999997,RO + UV Purifier,0,2,0
1431,8.7,410,14.2,9603,1219,Moderate,Borewell,27,2908.45,Medium Risk,19.1425,RO + UV Purifier,0,0,2
348,8.8,423,4.7,1525,322,Moderate,Tank Water,42,781.1,Low Risk,40.1565,UF + UV Purifier,0,3,1
265,8.9,603,7.7,8285,1279,Regular,River,41,1954.6,Low Risk,27.7455,UV Purifier,2,2,1
1458,9.2,352,8.1,571,1223,Moderate,River,24,1297.0500000000002,Low Risk,36.5015,RO + UV Purifier,0,2,1
1119,7.2,470,19.5,6046,627,Regular,Tank Water,38,2457.9,Low Risk,21.994,UF + UV Purifier,2,3,1
641,6.8,295,19.1,3185,674,Moderate,River,26,1695.0,Low Risk,28.659499999999998,UF + UV Purifier,0,2,1
858,7.8,769,16.1,9885,477,Regular,Municipal,26,2901.8,Medium Risk,17.862499999999997,UF + UV Purifier,2,1,2
2228,7.0,286,5.2,7872,719,Moderate,River,27,2631.5,Medium Risk,25.244000000000007,RO + UV Purifier,0,2,2
2280,7.9,583,1.8,2348,1031,Moderate,Municipal,27,1826.55,Low Risk,34.226,RO + UV Purifier,0,1,1
896,8.3,234,6.7,2522,884,Moderate,Borewell,19,1199.6,Low Risk,36.57299999999999,UF + UV Purifier,0,0,1
237,8.3,517,5.7,6838,531,Moderate,Borewell,21,1604.85,Low Risk,31.544000000000004,UV Purifier,0,0,1
2331,7.0,803,10.4,4241,793,Rare,Municipal,25,2579.0,Medium Risk,25.193499999999993,RO + UV Purifier,1,1,2
1453,6.2,412,15.7,1798,764,Moderate,Municipal,31,1809.6000000000001,Low Risk,29.875999999999994,RO + UV Purifier,0,1,1
1975,7.2,332,17.2,4602,1432,Regular,Tank Water,34,2515.2,Medium Risk,23.524,RO + UV Purifier,2,3,2
168,6.1,602,17.0,1404,1254,Rare,Municipal,30,1245.5,Low Risk,32.782000000000004,UV Purifier,1,1,1
2200,9.1,385,7.5,3526,279,Rare,Municipal,38,2102.15,Low Risk,30.070999999999998,RO + UV Purifier,1,1,1
1573,6.9,211,13.9,7209,1462,Moderate,River,41,2518.8,Medium Risk,23.283499999999997,RO + UV Purifier,0,2,2
304,6.1,209,6.6,5211,630,Regular,Tank Water,35,1291.7,Low Risk,34.475500000000004,UF + UV Purifier,2,3,1
2273,5.6,523,1.7,8521,154,Regular,Municipal,35,2718.0,Medium Risk,25.287499999999994,RO + UV Purifier,2,1,2
142,8.1,650,14.2,6469,142,Rare,Municipal,30,1901.85,Low Risk,26.750499999999995,UV Purifier,1,1,1
2006,8.0,371,0.7,3120,1010,Regular,Municipal,25,1665.95,Low Risk,35.397999999999996,RO + UV Purifier,2,1,1
2258,6.9,61,8.5,3146,1190,Moderate,River,43,1968.35,Low Risk,31.162999999999997,RO + UV Purifier,0,2,1
860,5.8,473,6.9,5365,179,Moderate,River,29,1723.6,Low Risk,31.3405,UF + UV Purifier,0,2,1
2242,7.1,122,14.0,7845,904,Moderate,River,42,2912.65,Medium Risk,20.618500000000004,RO + UV Purifier,0,2,2
2094,6.7,637,15.4,2789,372,Moderate,Borewell,40,2368.0,Low Risk,25.746499999999997,RO + UV Purifier,0,0,1
2035,8.2,907,6.4,7870,609,Moderate,River,41,2862.15,Medium Risk,22.621999999999993,RO + UV Purifier,0,2,2
999,7.9,250,16.3,4372,812,Rare,Municipal,38,1919.8,Low Risk,27.665,UF + UV Purifier,1,1,1
459,7.0,571,6.2,8190,350,Moderate,River,18,1962.95,Low Risk,28.334,UF + UV Purifier,0,2,1
1819,6.4,913,9.2,1940,851,Moderate,River,37,1979.35,Low Risk,30.460999999999995,RO + UV Purifier,0,2,1
380,9.5,554,14.7,1265,561,Rare,Tank Water,35,1217.05,Low Risk,33.9265,UF + UV Purifier,1,3,1
1987,7.3,787,14.0,4592,1342,Rare,Municipal,20,2596.45,Medium Risk,23.603,RO + UV Purifier,1,1,2
766,8.3,737,19.8,9841,521,Rare,River,29,2982.8,Medium Risk,16.112499999999997,UF + UV Purifier,1,2,2
192,6.1,837,4.9,3166,641,Regular,Borewell,36,1143.5500000000002,Low Risk,36.387,UV Purifier,2,0,1
771,7.4,88,13.4,9155,281,Regular,Tank Water,42,2334.35,Low Risk,23.5625,UF + UV Purifier,2,3,1
2069,5.6,109,12.4,6468,1130,Moderate,River,30,2549.75,Medium Risk,24.215000000000003,RO + UV Purifier,0,2,2
160,7.5,627,18.3,8141,1445,Moderate,Tank Water,27,2315.3,Low Risk,21.820499999999996,UV Purifier,0,3,1
1128,9.4,370,3.5,2681,1465,Moderate,Tank Water,32,1272.65,Low Risk,37.0145,UF + UV Purifier,0,3,1
1589,7.0,484,15.2,4388,202,Regular,Borewell,37,2278.5,Low Risk,25.595,RO + UV Purifier,2,0,1
703,5.7,685,11.6,1340,904,Moderate,Borewell,19,1324.75,Low Risk,34.181,UF + UV Purifier,0,0,1
781,5.6,725,5.9,6399,230,Moderate,Borewell,36,1912.6,Low Risk,29.618499999999997,UF + UV Purifier,0,0,1
1528,7.1,457,9.8,4618,246,Regular,Municipal,20,2054.35,Low Risk,28.78099999999999,RO + UV Purifier,2,1,1
2380,6.1,972,7.0,1065,405,Rare,Tank Water,31,2067.15,Low Risk,31.1745,RO + UV Purifier,1,3,1
623,5.6,435,11.8,6505,40,Regular,River,24,1955.0,Low Risk,27.5535,UF + UV Purifier,2,2,1
2493,8.5,720,17.8,9656,1065,Moderate,Borewell,25,3730.8999999999996,High Risk,12.476999999999999,RO + UV Purifier,0,0,0
2068,7.3,618,11.6,9687,921,Regular,Borewell,28,3229.1499999999996,High Risk,17.833499999999997,RO + UV Purifier,2,0,0
1201,6.7,127,12.8,7726,464,Rare,Tank Water,39,2328.55,Low Risk,24.619999999999997,RO + UV Purifier,1,3,1
1853,9.1,243,10.6,9879,847,Rare,Tank Water,37,2941.7,Medium Risk,20.2905,RO + UV Purifier,1,3,2
1936,6.0,334,1.5,6390,1426,Rare,Tank Water,23,2136.8,Low Risk,30.371000000000002,RO + UV Purifier,1,3,1
2396,9.3,576,5.0,4811,1326,Rare,River,28,2378.85,Low Risk,28.291499999999996,RO + UV Purifier,1,2,1
2194,6.8,573,10.1,8236,960,Rare,Municipal,34,2994.25,Medium Risk,20.711999999999996,RO + UV Purifier,1,1,2
1244,9.1,662,6.5,9348,720,Rare,Municipal,27,2582.1000000000004,Medium Risk,23.698,RO + UV Purifier,1,1,2
2361,7.9,205,4.0,3482,1185,Moderate,Borewell,41,1955.05,Low Risk,32.474000000000004,RO + UV Purifier,0,0,1
2386,8.8,389,10.3,9805,884,Moderate,Municipal,34,3250.8,High Risk,18.398500000000002,RO + UV Purifier,0,1,0
1179,9.4,174,6.8,6583,813,Regular,River,38,1927.25,Low Risk,29.812500000000007,UF + UV Purifier,2,2,1
2497,6.7,920,5.5,1056,348,Moderate,Municipal,19,2040.9,Low Risk,31.945000000000004,RO + UV Purifier,0,1,1
206,9.3,329,9.5,3519,873,Rare,River,23,1158.9,Low Risk,35.08749999999999,UV Purifier,1,2,1
147,7.1,966,3.1,3080,650,Moderate,Borewell,42,1094.2,Low Risk,37.215,UV Purifier,0,0,1
436,7.0,955,18.6,8646,814,Regular,Tank Water,22,2688.6499999999996,Medium Risk,18.743000000000002,UF + UV Purifier,2,3,2
